company_name,symbol,exchange,sector,industry,theme,market_cap_type,is_sme
Luxury Time Ltd,LUXURY,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Maagh Advertising and Marketing Services Ltd,MAAGHADV,BSE SME,"Media, Entertainment & Publication","Media, Entertainment & Publication",,Micro,True
Mac Hotels Ltd,MACH,BSE SME,Consumer Services,Consumer Services,,Micro,True
Mach Travel Solutions Ltd,MACHLTD,BSE SME,Consumer Services,Consumer Services,,Micro,True
Mafia Trends Ltd,MAFIA,BSE SME,Consumer Services,Consumer Services,,Micro,True
Magenta Lifecare Ltd,MAGENTA,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Mahamaya Lifesciences Ltd,MAHALIFE,BSE SME,Chemicals,Chemicals,,Micro,True
Mahip Industries Ltd,MAHIP,BSE SME,Capital Goods,Capital Goods,,Micro,True
Maiden Forgings Ltd,MAIDEN,BSE SME,Capital Goods,Capital Goods,,Micro,True
Malpani Pipes And Fittings Ltd,MALPANI,BSE SME,Capital Goods,Capital Goods,,Micro,True
Manas Properties Ltd,MANAS,BSE SME,Realty,Realty,,Micro,True
Mangal Compusolution Ltd,MANGALCOMP,BSE SME,Services,Services,,Micro,True
M.R.Maniveni Foods Ltd,MANIVENI,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Manoj Jewellers Ltd,MANOJJEWEL,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Marc Loire Fashions Ltd,MARCLOIRE,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Max Alert Systems Ltd,MASL,BSE SME,Capital Goods,Capital Goods,,Micro,True
Mayank Cattle Food Ltd,MCFL,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Madhuban Constructions Ltd (ITP),MCL (ITP),BSE SME,-,-,,Micro,True
Manoj Ceramic Ltd,MCPL,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Modern Diagnostic & Research Centre Ltd,MDRC,BSE SME,Healthcare,Healthcare,,Micro,True
Mehul Colours Ltd,MEHUL,BSE SME,Chemicals,Chemicals,,Micro,True
Meta Infotech Ltd,METAINFO,BSE SME,Information Technology,Information Technology,,Micro,True
Methodhub Software Ltd,METHODHUB,BSE SME,Information Technology,Information Technology,,Micro,True
Mewar Hi-Tech Engineering Ltd,MHEL,BSE SME,Construction,Construction,,Micro,True
Milestone Furniture Ltd,MILEFUR,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Mish Designs Ltd,MISHDESIGN,BSE SME,Textiles,Textiles,,Micro,True
Misquita Engineering Ltd,MISQUITA,BSE SME,Capital Goods,Capital Goods,,Micro,True
Mittal Sections Ltd,MITTALSTL,BSE SME,Capital Goods,Capital Goods,,Micro,True
Mother Nutri Foods Ltd,MNFL,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Monika Alcobev Ltd,MONIKA,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
M P K Steels (I) Ltd,MPKSTEELS,BSE SME,Capital Goods,Capital Goods,,Micro,True
MRP Agro Ltd,MRP,BSE SME,Consumer Services,Consumer Services,,Micro,True
Majestic Research Services and Solutions Ltd,MRSS,BSE SME,Diversified,Diversified,,Micro,True
Merritronix Ltd,MRTX,BSE SME,Capital Goods,Capital Goods,,Micro,True
Msafe Equipments Ltd,MSAFE,BSE SME,Metals & Mining,Metals & Mining,,Micro,True
Monarch Surveyors and Engineering Consultants Ltd,MSECL,BSE SME,Services,Services,,Micro,True
Mehul Telecom Ltd,MTL,BSE SME,Consumer Services,Consumer Services,,Micro,True
NACDAC Infrastructure Ltd,NACDAC,BSE SME,Construction,Construction,,Micro,True
Nanta Tech Ltd,NANTA,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
NAPS Global India Ltd,NAPSGLOBAL,BSE SME,Textiles,Textiles,,Micro,True
Narmadesh Brass Industries Ltd,NARMADESH,BSE SME,Capital Goods,Capital Goods,,Micro,True
Naturo Indiabull Ltd,NATURO,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Navigant Corporate Advisors Ltd,NAVIGANT,BSE SME,Financial Services,Financial Services,,Micro,True
Navoday Enterprises Ltd,NAVODAYENT,BSE SME,Services,Services,,Micro,True
Nilachal Carbo Metalicks Ltd,NCML,BSE SME,Metals & Mining,Metals & Mining,,Micro,True
Neetu Yoshi Ltd,NEETUYOSHI,BSE SME,Capital Goods,Capital Goods,,Micro,True
Nouritrans Exim Ltd,NEL,BSE SME,Services,Services,,Micro,True
Neptune Logitek Ltd,NEPLOG,BSE SME,Services,Services,,Micro,True
Newever Trade Wings Ltd,NEWEVER,BSE SME,Services,Services,,Micro,True
Nexxus Petro Industries Ltd,NEXXUS,BSE SME,Chemicals,Chemicals,,Micro,True
Naturewings Holidays Ltd,NHL,BSE SME,Consumer Services,Consumer Services,,Micro,True
NIS Management Ltd,NISMGMT,BSE SME,Consumer Services,Consumer Services,,Micro,True
Nisus Finance Services Co Ltd,NISUS,BSE SME,Financial Services,Financial Services,,Micro,True
Novateor Research Laboratories Ltd,NOVATEOR,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Novus Loyalty Ltd,NOVUS,BSE SME,"Media, Entertainment & Publication","Media, Entertainment & Publication",,Micro,True
Neopolitan Pizza And Foods Ltd,NPFL,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
NSB BPO Solutions Ltd,NSBBPO,BSE SME,Services,Services,,Micro,True
Nukleus Office Solutions Ltd,NUKLEUS,BSE SME,Services,Services,,Micro,True
Nanavati Ventures Ltd,NVENTURES,BSE SME,Metals & Mining,Metals & Mining,,Micro,True
Octaware Technologies Ltd,OCTAWARE,BSE SME,Information Technology,Information Technology,,Micro,True
Olatech Solutions Ltd,OLATECH,BSE SME,Information Technology,Information Technology,,Micro,True
Om Metallogic Ltd,OML,BSE SME,Capital Goods,Capital Goods,,Micro,True
Omnipotent Industries Ltd,OMNIPOTENT,BSE SME,"Oil, Gas & Consumable Fuels","Oil, Gas & Consumable Fuels",,Micro,True
O. P. Chains Ltd,OPCHAINS,BSE SME,Services,Services,,Micro,True
Organic Recycling Systems Ltd,ORGANICREC,BSE SME,Utilities,Utilities,,Micro,True
Oval Projects Engineering Ltd,OVAL,BSE SME,Construction,Construction,,Micro,True
Pace E-Commerce Ventures Ltd,PACE,BSE SME,Consumer Services,Consumer Services,,Micro,True
Pajson Agro India Ltd,PAJSON,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
PAN HR Solution Ltd,PANHR,BSE SME,Services,Services,,Micro,True
Parmeshwar Metal Ltd,PARMESHWAR,BSE SME,Capital Goods,Capital Goods,,Micro,True
Patel Chem Specialities Ltd,PATELCHEM,BSE SME,Chemicals,Chemicals,,Micro,True
Patron Exim Ltd,PATRON,BSE SME,Chemicals,Chemicals,,Micro,True
P. B. Films Ltd,PBFL,BSE SME,"Media, Entertainment & Publication","Media, Entertainment & Publication",,Micro,True
Prospect Consumer Products Ltd,PCL,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Pecos Hotels and Pubs Ltd,PECOS,BSE SME,Consumer Services,Consumer Services,,Micro,True
Pune E - Stock Broking Ltd,PESB,BSE SME,Financial Services,Financial Services,,Micro,True
Popular Foundations Ltd,PFL,BSE SME,Construction,Construction,,Micro,True
Pearl Green Clubs and Resorts Ltd,PGCRL,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Piotex Industries Ltd,PIOTEX,BSE SME,Textiles,Textiles,,Micro,True
Patdiam Jewellery Ltd,PJL,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
PlatinumOne Business Services Ltd,POBS,BSE SME,Services,Services,,Micro,True
Polymac Thermoformers Ltd,POLYMAC,BSE SME,Capital Goods,Capital Goods,,Micro,True
Paradeep Parivahan Ltd,PPARIVAH,BSE SME,Services,Services,,Micro,True
Praruh Technologies Ltd,PRARUH,BSE SME,Information Technology,Information Technology,,Micro,True
Prevest Denpro Ltd,PREVEST,BSE SME,Healthcare,Healthcare,,Micro,True
Prodocs Solutions Ltd,PRODOCS,BSE SME,Information Technology,Information Technology,,Micro,True
Promax Power Ltd,PROMAX,BSE SME,Construction,Construction,,Micro,True
PDP Shipping & Projects Ltd,PSPL,BSE SME,Services,Services,,Micro,True
Purple Wave Infocom Ltd,PURPLEWAVE,BSE SME,Capital Goods,Capital Goods,,Micro,True
Pyxis Finvest Ltd,PYXISFIN,BSE SME,Financial Services,Financial Services,,Micro,True
Qualitek Labs Ltd,QLL,BSE SME,Services,Services,,Micro,True
Quality RO Industries Ltd,QRIL,BSE SME,Capital Goods,Capital Goods,,Micro,True
Quest Flow Controls Ltd,QUESTFLOW,BSE SME,Capital Goods,Capital Goods,,Micro,True
Rachit Prints Ltd,RACHIT,BSE SME,Textiles,Textiles,,Micro,True
Raconteur Global Resources Ltd,RACONTEUR,BSE SME,Consumer Services,Consumer Services,,Micro,True
Raghuvansh Agrofarms Ltd,RAFL,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Rajesh Power Services Ltd,RAJESH,BSE SME,Utilities,Utilities,,Micro,True
Resourceful Automobile Ltd,RAL,BSE SME,Automobile and Auto Components,Automobile and Auto Components,,Micro,True
Ranjeet Mechatronics Ltd,RANJEET,BSE SME,Construction,Construction,,Micro,True
Rapid Multimodal logistics Ltd,RAPID,BSE SME,Services,Services,,Micro,True
Ravelcare Ltd,RAVEL,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Rajeshwari Cans Ltd,RCAN,BSE SME,Capital Goods,Capital Goods,,Micro,True
Riddhi Display Equipments Ltd,RDEL,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Rukmani Devi Garg Agro Impex Ltd,RDGAIL,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Recode Studios Ltd,RECODE,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Reetech International Ltd,REETECH,BSE SME,"Oil, Gas & Consumable Fuels","Oil, Gas & Consumable Fuels",,Micro,True
Relstruct Buildcon Ltd,RELSTRUCT,BSE SME,Realty,Realty,,Micro,True
Repono Ltd,REPONO,BSE SME,"Oil, Gas & Consumable Fuels","Oil, Gas & Consumable Fuels",,Micro,True
Resgen Ltd,RESGEN,BSE SME,"Oil, Gas & Consumable Fuels","Oil, Gas & Consumable Fuels",,Micro,True
Retaggio Industries Ltd,RETAGGIO,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Retina Paints Ltd,RETINA,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Rex Sealing and Packing Industries Ltd,REXSEAL,BSE SME,Capital Goods,Capital Goods,,Micro,True
Rajnandini Fashion India Ltd,RFIL,BSE SME,Textiles,Textiles,,Micro,True
Ridings Consulting Engineers India Ltd,RIDINGS,BSE SME,Services,Services,,Micro,True
Rikhav Securities Ltd,RIKHAV,BSE SME,Financial Services,Financial Services,,Micro,True
Rithwik Facility Management Services Ltd,RITHWIKFMS,BSE SME,Services,Services,,Micro,True
R J Bio-Tech Ltd,RJBIOTECH,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Macfos Ltd,ROBU,BSE SME,Consumer Services,Consumer Services,,Micro,True
Roni Households Ltd,RONI,BSE SME,Services,Services,,Micro,True
Roopshri Resorts Ltd,ROOPSHRI,BSE SME,Consumer Services,Consumer Services,,Micro,True
Royal Sense Ltd,ROYAL,BSE SME,Healthcare,Healthcare,,Micro,True
Riddhi Steel and Tube Ltd,RSTL,BSE SME,Capital Goods,Capital Goods,,Micro,True
Ruby Cables Ltd,RUBY,BSE SME,Capital Goods,Capital Goods,,Micro,True
Rudra Gas Enterprise Ltd,RUDRAGAS,BSE SME,Construction,Construction,,Micro,True
Sodhani Academy of Fintech Enablers Ltd,SAFE,BSE SME,Consumer Services,Consumer Services,,Micro,True
Safecure Services Ltd,SAFECURE,BSE SME,Consumer Services,Consumer Services,,Micro,True
Sagar Diamonds Ltd,SAGAR,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Sailani Tours N Travels Ltd,SAILANI,BSE SME,Consumer Services,Consumer Services,,Micro,True
Sampat Aluminium Ltd,SAMPAT,BSE SME,Capital Goods,Capital Goods,,Micro,True
Sanasa Tech Feb Ltd (ITP),SANASATECH (ITP),BSE SME,-,-,,Micro,True
Sancode Technologies Ltd,SANCODE,BSE SME,Information Technology,Information Technology,,Micro,True
Sattrix Information Security Ltd,SATTRIX,BSE SME,Information Technology,Information Technology,,Micro,True
SBL Infratech Ltd,SBLI,BSE SME,Realty,Realty,,Micro,True
Sanghvi Brands Ltd,SBRANDS,BSE SME,Consumer Services,Consumer Services,,Micro,True
Shri Balaji Valve Components Ltd,SBVCL,BSE SME,Capital Goods,Capital Goods,,Micro,True
Scarnose International Ltd,SCARNOSE,BSE SME,Textiles,Textiles,,Micro,True
Safety Controls & Devices Ltd,SCDL,BSE SME,Construction,Construction,,Micro,True
SDC Techmedia Ltd,SDC,BSE SME,"Media, Entertainment & Publication","Media, Entertainment & Publication",,Micro,True
Sealmatic India Ltd,SEALMATIC,BSE SME,Capital Goods,Capital Goods,,Micro,True
Sunrise Efficient Marketing Ltd,SEML,BSE SME,Services,Services,,Micro,True
Supertech Ev Ltd,SEVL,BSE SME,Automobile and Auto Components,Automobile and Auto Components,,Micro,True
Shashwat Furnishing Solutions Ltd,SFSL,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Suyog Gurbaxani Funicular Ropeways Ltd,SGFRL,BSE SME,Construction,Construction,,Micro,True
Shanmuga Hospital Ltd,SHANMUGA,BSE SME,Healthcare,Healthcare,,Micro,True
Shanti Spintex Ltd,SHANTIDENM,BSE SME,Textiles,Textiles,,Micro,True
Shanti Guru Industries Ltd,SHANTIGURU,BSE SME,Consumer Services,Consumer Services,,Micro,True
Sharvaya Metals Ltd,SHARVAYA,BSE SME,Capital Goods,Capital Goods,,Micro,True
Shayona Engineering Ltd,SHAYONAENG,BSE SME,Capital Goods,Capital Goods,,Micro,True
Shelter Pharma Ltd,SHELTER,BSE SME,Healthcare,Healthcare,,Micro,True
Shine Fashions (India) Ltd,SHINEFASH,BSE SME,Textiles,Textiles,,Micro,True
Shipwaves Online Ltd,SHIPWAVES,BSE SME,Services,Services,,Micro,True
Shiva Granito Export Ltd,SHIVAEXPO,BSE SME,Construction Materials,Construction Materials,,Micro,True
Shivam Chemicals Ltd,SHIVAM,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Shiv Texchem Ltd,SHIVTEXCHEM,BSE SME,Chemicals,Chemicals,,Micro,True
Shlokka Dyes Ltd,SHLOKKA,BSE SME,Chemicals,Chemicals,,Micro,True
Shoora Designs Ltd,SHOORA,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Shree Marutinandan Tubes Ltd,SHREE,BSE SME,Capital Goods,Capital Goods,,Micro,True
Shreenath Paper Products Ltd,SHREENATH,BSE SME,Services,Services,,Micro,True
Shree Refrigerations Ltd,SHREEREF,BSE SME,Capital Goods,Capital Goods,,Micro,True
Shreeshay Engineers Ltd,SHREESHAY,BSE SME,Construction,Construction,,Micro,True
Shining Tools Ltd,SHTL,BSE SME,Capital Goods,Capital Goods,,Micro,True
Siddharth Education Services Ltd,SIDDH,BSE SME,Consumer Services,Consumer Services,,Micro,True
Sihora Industries Ltd,SIHORA,BSE SME,Textiles,Textiles,,Micro,True
Silver Pearl Hospitality & Luxury Spaces Ltd,SILVERPRL,BSE SME,Consumer Services,Consumer Services,,Micro,True
Sirohia & Sons Ltd,SIROHIA,BSE SME,Services,Services,,Micro,True
Shantidoot Infra Services Ltd,SISL,BSE SME,Realty,Realty,,Micro,True
Siyaram Recycling Industries Ltd,SIYARAM,BSE SME,Capital Goods,Capital Goods,,Micro,True
SK International Export Ltd,SKIEL,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Shree Krishna Infrastructure Ltd,SKIFL,BSE SME,Realty,Realty,,Micro,True
Super Fine Knitters Ltd,SKL,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
SK Minerals & Additives Ltd,SKM,BSE SME,Chemicals,Chemicals,,Micro,True
Sahara Maritime Ltd,SMARITIME,BSE SME,Services,Services,,Micro,True
SM Auto Stamping Ltd,SMAUTO,BSE SME,Capital Goods,Capital Goods,,Micro,True
Sungold Media and Entertainment Ltd,SMEL,BSE SME,"Media, Entertainment & Publication","Media, Entertainment & Publication",,Micro,True
SMR Jewels Ltd,SMR,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Sodhani Capital Ltd,SODHACAP,BSE SME,Financial Services,Financial Services,,Micro,True
Solarium Green Energy Ltd,SOLARIUM,BSE SME,Construction,Construction,,Micro,True
Solvex Edibles Ltd,SOLVEX,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Sonalis Consumer Products Ltd,SONALIS,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Spicy Entertainment and Media Ltd,SPICY,BSE SME,"Media, Entertainment & Publication","Media, Entertainment & Publication",,Micro,True
Spinaroo Commercial Ltd,SPINAROO,BSE SME,Forest Materials,Forest Materials,,Micro,True
Maruti Interior Products Ltd,SPITZE,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Swashthik Plascon Ltd,SPL,BSE SME,Capital Goods,Capital Goods,,Micro,True
Speciality Medicines Ltd,SPML,BSE SME,Healthcare,Healthcare,,Micro,True
SRG Fingrow Finance Ltd,SRGFFL,BSE SME,Financial Services,Financial Services,,Micro,True
Srigee Dlm Ltd,SRIGEE,BSE SME,Capital Goods,Capital Goods,,Micro,True
Samruddhi Realty Ltd,SRL,BSE SME,Realty,Realty,,Micro,True
Silicon Rental Solutions Ltd,SRSOLTD,BSE SME,Services,Services,,Micro,True
Share Samadhan Ltd,SSL,BSE SME,Financial Services,Financial Services,,Micro,True
SSMD Agrotech India Ltd,SSMD,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
SSPN Finance Ltd,SSPNFIN,BSE SME,Financial Services,Financial Services,,Micro,True
Safa Systems & Technologies Ltd,SSTL,BSE SME,Services,Services,,Micro,True
Storage Technologies and Automation Ltd,STAL,BSE SME,Capital Goods,Capital Goods,,Micro,True
Stanbik Agro Ltd,STANBIK,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Star Imaging And Path Lab Ltd,STARIMAGIN,BSE SME,Healthcare,Healthcare,,Micro,True
Stellar Capital Services Ltd,STELLAR,BSE SME,Financial Services,Financial Services,,Micro,True
Steelman Telecom Ltd,STML,BSE SME,Telecommunication,Telecommunication,,Micro,True
Subam Papers Ltd,SUBAM,BSE SME,Capital Goods,Capital Goods,,Micro,True
Subh Tex (India) Ltd,SUBHTEX,BSE SME,Textiles,Textiles,,Micro,True
Sudarshan Pharma Industries Ltd,SUDARSHAN,BSE SME,Chemicals,Chemicals,,Micro,True
Sugs Lloyd Ltd,SUGSLLOYD,BSE SME,Capital Goods,Capital Goods,,Micro,True
Suich Industries Ltd,SUICH,BSE SME,Telecommunication,Telecommunication,,Micro,True
Sunita Tools Ltd,SUNITATOOL,BSE SME,Capital Goods,Capital Goods,,Micro,True
Sun Retail Ltd,SUNRETAIL,BSE SME,Services,Services,,Micro,True
Sunsky Logistics Ltd,SUNSKY,BSE SME,Services,Services,,Micro,True
Super Iron Foundry Ltd,SUPERIRON,BSE SME,Capital Goods,Capital Goods,,Micro,True
Supernova Advertising Ltd (ITP),SUPERNOVA (ITP),BSE SME,-,-,,Micro,True
Supershakti Metaliks Ltd,SUPERSHAKT,BSE SME,Capital Goods,Capital Goods,,Micro,True
Susan Electricals India Ltd,SUSAN,BSE SME,Capital Goods,Capital Goods,,Micro,True
Suumaya Corporation Ltd,SUUMAYA,BSE SME,Textiles,Textiles,,Micro,True
S. V. J. ENTERPRISES Ltd,SVJ,BSE SME,Forest Materials,Forest Materials,,Micro,True
Shri Venkatesh Refineries Ltd,SVRL,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
SVS Ventures Ltd,SVS,BSE SME,Realty,Realty,,Micro,True
New Swan Multitech Ltd,SWANAGRO,BSE SME,Automobile and Auto Components,Automobile and Auto Components,,Micro,True
Swasth Foodtech India Ltd,SWASTH,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Swastika Castal Ltd,SWASTIKAAL,BSE SME,Capital Goods,Capital Goods,,Micro,True
Sysco Industries Ltd,SYSCO,BSE SME,Capital Goods,Capital Goods,,Micro,True
Systematic Industries Ltd,SYSTEMATIC,BSE SME,Capital Goods,Capital Goods,,Micro,True
Takyon Networks Ltd,TAKYON,BSE SME,Information Technology,Information Technology,,Micro,True
Tanvi Foods (India) Ltd,TANVI,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Tarini International Ltd,TARINI,BSE SME,Services,Services,,Micro,True
Techknowgreen Solutions Ltd,TECHKGREEN,BSE SME,Services,Services,,Micro,True
Technichem Organics Ltd,TECHNICHEM,BSE SME,Chemicals,Chemicals,,Micro,True
Technopack Polymers Ltd,TECHNOPACK,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Telge Projects Ltd,TELGE,BSE SME,Construction,Construction,,Micro,True
Tentiwala Metal Products Ltd,TENTIMETAL,BSE SME,Metals & Mining,Metals & Mining,,Micro,True
TGIF Agribusiness Ltd,TGIF,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Three M Paper Boards Ltd,THREEMPAPE,BSE SME,Forest Materials,Forest Materials,,Micro,True
Times Green Energy (India) Ltd,TIMESGREEN,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Tipco Engineering India Ltd,TIPCO,BSE SME,Capital Goods,Capital Goods,,Micro,True
Titaanium Ten Enterprise Ltd,TITAANIUM,BSE SME,Textiles,Textiles,,Micro,True
Trident Lifeline Ltd,TLL,BSE SME,Healthcare,Healthcare,,Micro,True
Game Changers Texfab Ltd,TRADEUNO,BSE SME,Textiles,Textiles,,Micro,True
Transvoy Logistics India Ltd,TRANSVOY,BSE SME,Services,Services,,Micro,True
Travels & Rentals Ltd,TRAVELS,BSE SME,Consumer Services,Consumer Services,,Micro,True
True Colors Ltd,TRUECOLORS,BSE SME,Capital Goods,Capital Goods,,Micro,True
Toss The Coin Ltd,TTC,BSE SME,"Media, Entertainment & Publication","Media, Entertainment & Publication",,Micro,True
UHM Vacation Ltd,UHMVL,BSE SME,Consumer Services,Consumer Services,,Micro,True
Umiya Mobile Ltd,UML,BSE SME,Consumer Services,Consumer Services,,Micro,True
Unified Data Tech Solutions Ltd,UNIFIED,BSE SME,Information Technology,Information Technology,,Micro,True
Unisem Agritech Ltd,UNISEM,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Unishire Urban Infra Ltd,UNISHIRE,BSE SME,Realty,Realty,,Micro,True
Vahh Chemicals Ltd,VAHH,BSE SME,Chemicals,Chemicals,,Micro,True
Valencia India Ltd,VALINDIA,BSE SME,Consumer Services,Consumer Services,,Micro,True
Valplast Technologies Ltd,VALPLAST,BSE SME,Construction,Construction,,Micro,True
Vandan Foods Ltd,VANDAN,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Leo Dryfruits & Spices Trading Ltd,VANDU,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Vanta Bioscience Ltd,VANTABIO,BSE SME,Healthcare,Healthcare,,Micro,True
Varyaa Creations Ltd,VARYAA,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Vashishtha Luxury Fashion Ltd,VASHISHTHA,BSE SME,Textiles,Textiles,,Micro,True
Vedant Asset Ltd,VEDANTASSET,BSE SME,Financial Services,Financial Services,,Micro,True
Veefin Solutions Ltd,VEEFIN,BSE SME,Information Technology,Information Technology,,Micro,True
Veerkrupa Jewellers Ltd,VEERKRUPA,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Vidli Restaurants Ltd,VIDLIPP,BSE SME,-,-,,Micro,True
Vivaa Tradecom Ltd,VIVAA,BSE SME,Textiles,Textiles,,Micro,True
Virtuoso Optoelectronics Ltd,VOEPL,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Vegorama Punjabi Angithi Ltd,VPAL,BSE SME,Consumer Services,Consumer Services,,Micro,True
Vrundavan Plantation Ltd,VPL,BSE SME,Services,Services,,Micro,True
Vruddhi Engineering Works Ltd,VRUDDHI,BSE SME,Capital Goods,Capital Goods,,Micro,True
VVIP Infratech Ltd,VVIPIL,BSE SME,Utilities,Utilities,,Micro,True
Waa Solar Ltd,WAA,BSE SME,Power,Power,,Micro,True
Waaree Technologies Ltd,WAAREE,BSE SME,Power,Power,,Micro,True
Web Element Solutions Ltd (ITP),WEBSL (ITP),BSE SME,-,-,,Micro,True
Womens Next Loungeries Ltd,WOMENSNEXT,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Workmates Core2Cloud Solution Ltd,WORKMATES,BSE SME,Information Technology,Information Technology,,Micro,True
Western Overseas Study Abroad Ltd,WOSAL,BSE SME,Consumer Services,Consumer Services,,Micro,True
Yaashvi Jewellers Ltd,YAASHVI,BSE SME,Consumer Durables,Consumer Durables,,Micro,True
Yajur Fibres Ltd,YAJUR,BSE SME,Textiles,Textiles,,Micro,True
Yashhtej Industries (India) Ltd,YASHHTEJ,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Yash Highvoltage Ltd,YASHHV,BSE SME,Capital Goods,Capital Goods,,Micro,True
Yug Decor Ltd,YUG,BSE SME,Chemicals,Chemicals,,Micro,True
DSM Fresh Foods Ltd,ZAPPFRESH,BSE SME,Fast Moving Consumer Goods,Fast Moving Consumer Goods,,Micro,True
Zelio E Mobility Ltd,ZELIO,BSE SME,Automobile and Auto Components,Automobile and Auto Components,,Micro,True
Zinema Media And Entertainment Ltd,ZINEMA,BSE SME,Services,Services,,Micro,True
